[2017-10-11 18:54]	[10.0.2.2]	[ccdaa]	[MyBase.........]	[logGeneral....................]	"Rolling over log file 5478004 exceeds configured 5000000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[check.........................]	"Making call to Authorize"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,token,sites_id,projects_id FROM authorization WHERE ((token=:token) AND (name=:name) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [name] => ccdaa_session_token
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Authorization: 89, IP: 10.0.2.2, DateTime: 2017-10-11"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Checking key-to-key: (e23e1c34cd4ff954a73242883a97141f => e23e1c34cd4ff954a73242883a97141f)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: sessions"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,sites_id,projects_id FROM sessions WHERE ((token=:token) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: sessions"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,languages_id,projects_id,sites_id FROM sessions WHERE ((authorization_id=:authorization_id) AND (token=:token)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [authorization_id] => 89
    [token] => e23e1c34cd4ff954a73242883a97141f
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[check.........................]	"Got a live session"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[check.........................]	"Response: Session is active"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Connecting to: mysql/localhost/ccdaa"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Successfully connected to mysql database ccdaa"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,token,sites_id,projects_id FROM authorization WHERE ((token=:token) AND (name=:name) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [name] => ccdaa_session_token
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[update........................]	"Authorization Reply: Array
(
    [id] => 89
    [token] => e23e1c34cd4ff954a73242883a97141f
    [sites_id] => 1
    [projects_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Authorization: 89, IP: 10.0.2.2, DateTime: 2017-10-11"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Checking key-to-key: (e23e1c34cd4ff954a73242883a97141f => e23e1c34cd4ff954a73242883a97141f)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: sessions"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,sites_id,projects_id FROM sessions WHERE ((token=:token) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[update........................]	"Authentication Reply: Array
(
    [id] => 78
    [sites_id] => 1
    [projects_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing update query on table: sessions"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"UPDATE sessions SET languages_id=:languages_id,updated_at=:updated_at,projects_id=:projects_id WHERE ((id=:sessions_id))"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [sessions_id] => 78
    [languages_id] => 1
    [updated_at] => 2017-10-11 19:53:15
    [projects_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[update........................]	"Response: Update Sessions Succeeded"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Connecting to: mysql/localhost/ccdaa"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Successfully connected to mysql database ccdaa"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[custom_get_args...............]	"Parsing params: "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[custom_get_args...............]	"app_name=ccdaa&projects_id=1&languages_id=1"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,token,sites_id,projects_id FROM authorization WHERE ((token=:token) AND (name=:name) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [name] => ccdaa_session_token
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Authorization: 89, IP: 10.0.2.2, DateTime: 2017-10-11"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Checking key-to-key: (e23e1c34cd4ff954a73242883a97141f => e23e1c34cd4ff954a73242883a97141f)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: sessions"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,sites_id,projects_id FROM sessions WHERE ((token=:token) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[getProject....................]	"Getting Project by sites_id () or projects_id (1)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByObjectId(:deleted_at,:languages_id,:object_type,:object_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_type] => projects
    [object_id] => 1
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 1
    [object_type] => projects
    [languages_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value simple to type array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value /media/english/02.mp3 to audio_src array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[getProject....................]	"Response: Get Forms Succeeded"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Connecting to: mysql/localhost/ccdaa"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[init..........................]	"Successfully connected to mysql database ccdaa"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[__construct...................]	"Configured Successfully"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[custom_get_args...............]	"Parsing params: "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[custom_get_args...............]	"app_name=ccdaa&projects_id=1&languages_id=1&cache=1"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: authorization"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,token,sites_id,projects_id FROM authorization WHERE ((token=:token) AND (name=:name) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [name] => ccdaa_session_token
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Authorization: 89, IP: 10.0.2.2, DateTime: 2017-10-11"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[setAuthentication.............]	"Checking key-to-key: (e23e1c34cd4ff954a73242883a97141f => e23e1c34cd4ff954a73242883a97141f)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing select query on table: sessions"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"SELECT id,sites_id,projects_id FROM sessions WHERE ((token=:token) AND (deleted_at=:deleted_at) AND (expired_at=:expired_at)) LIMIT 0, 30000"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [token] => e23e1c34cd4ff954a73242883a97141f
    [deleted_at] => 0000-00-00 00:00:00
    [expired_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
    [object_type] => forms
    [parent_type] => projects
    [parent_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 3
    [object_type] => forms
    [languages_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value survey to type array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value /media/english/12.mp3 to audio_src array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => forms
    [parent_id] => 3
    [object_type] => sections
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 21
    [object_type] => sections
    [languages_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value questions to type array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => sections
    [parent_id] => 21
    [object_type] => questions
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 135
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix_headers to type array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectByParentId(:deleted_at,:languages_id,:object_type,:parent_type,:parent_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [parent_type] => questions
    [parent_id] => 135
    [object_type] => answers
    [languages_id] => 1
    [deleted_at] => 0000-00-00 00:00:00
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"Preparing manual query"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[prepareQuery..................]	"CALL getObjectDetails(:object_id,:object_type,:languages_id)"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyPDO..........]	[runQuery......................]	"Array
(
    [object_id] => 136
    [object_type] => questions
    [languages_id] => 1
)
"	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value radiobutton_matrix to type array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value matrix to display array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value /media/english/19.mp3 to audio_src array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to autoplay array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 1 to preload array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value  to controls array "	
[2017-10-11 19:53]	[10.0.2.2]	[ccdaa]	[MyAPI..........]	[makeDetail....................]	"Adding single value 0.5 to volume array "	
